hotel_id,datum_dolaska,datum_kreiranja_rezervacije,datum_odjave,datum_otkazivanja_rezervacije,broj_odraslih_gostiju,broj_djece_gostiju,zemlja_gosta,kanal_prodaje_id,tip_sobe_id,cijena_nocenja,status_rezervacije,rezervacija_id,gost_id,ukupan_broj_gostiju
0,2015-07-01,2015-01-21,2015-07-01,,2,0,PRT,0,0,100.0,Check-Out,1313223,1077152,2
0,2015-07-01,2015-06-10,2015-07-01,,2,0,PRT,0,0,100.0,Check-Out,1313224,1017906,2
0,2015-07-01,2015-05-13,2015-07-02,,1,0,GBR,0,1,64.99134524710365,Check-Out,1313225,1039896,1
0,2015-07-01,2014-05-30,2015-07-02,,1,0,GBR,1,1,74.36889708214325,Check-Out,1313226,1008245,1
0,2015-07-01,2014-07-06,2015-07-03,,2,0,GBR,2,1,130.97327834472796,Check-Out,1313227,1093703,2
0,2015-07-01,2015-04-21,2015-07-03,,2,0,GBR,2,1,143.30455994633178,Check-Out,1313228,1044263,2
0,2015-07-01,2015-06-25,2015-07-03,,2,0,PRT,0,0,161.50281352191615,Check-Out,1313229,1022260,2
0,2015-07-01,2014-09-15,2015-07-03,,2,0,PRT,0,0,151.17654224195587,Check-Out,1313230,1101557,2
0,2015-07-01,2015-06-30,2015-07-04,2015-05-06,2,0,PRT,2,1,61.43719168819951,Canceled,1313231,1075633,2
0,2015-07-01,2015-06-28,2015-07-04,2015-04-22,2,0,PRT,2,2,150.36526177248652,Canceled,1313232,1056139,2
0,2015-07-01,2015-04-17,2015-07-05,2015-06-23,2,0,PRT,2,3,142.6358142420965,Canceled,1313233,1020092,2
0,2015-07-01,2014-10-14,2015-07-05,,2,0,PRT,2,2,215.19742244479644,Check-Out,1313234,1094841,2
0,2015-07-01,2015-03-16,2015-07-05,,2,0,USA,2,2,63.46167178354095,Check-Out,1313235,1025429,2
0,2015-07-01,2014-12-10,2015-07-05,,2,1,ESP,2,4,130.67125675117188,Check-Out,1313236,1071898,3
0,2015-07-01,2015-06-03,2015-07-05,,2,0,PRT,2,3,86.26447258200501,Check-Out,1313237,1026131,2
0,2015-07-01,2015-03-17,2015-07-05,,2,0,IRL,2,2,196.89006399784927,Check-Out,1313238,1077528,2
0,2015-07-01,2014-10-03,2015-07-05,,2,0,PRT,2,3,137.18283247246484,Check-Out,1313239,1064658,2
0,2015-07-01,2014-12-17,2015-07-02,,2,0,IRL,2,1,83.70456393784032,Check-Out,1313240,1027086,2
0,2015-07-01,2015-06-28,2015-07-02,,2,0,FRA,1,1,114.0053939089819,Check-Out,1313241,1057642,2
0,2015-07-01,2015-02-07,2015-07-05,,2,0,GBR,0,4,116.2002238167711,Check-Out,1313242,1048742,2
0,2015-07-01,2015-01-19,2015-07-06,,1,0,GBR,2,5,93.9946127623668,Check-Out,1313243,1062925,1
0,2015-07-01,2014-09-16,2015-07-07,,2,0,PRT,0,1,104.53089102558415,Check-Out,1313244,1051857,2
0,2015-07-01,2014-10-06,2015-07-07,,2,0,PRT,0,1,86.89459213423349,Check-Out,1313245,1036891,2
0,2015-07-01,2014-12-23,2015-07-07,,2,0,PRT,0,2,127.78673061365552,Check-Out,1313246,1016401,2
0,2015-07-01,2015-02-26,2015-07-08,,2,0,GBR,2,2,111.48362562854666,Check-Out,1313247,1102816,2
0,2015-07-01,2015-03-22,2015-07-08,,2,0,PRT,2,2,64.13966677008095,Check-Out,1313248,1000168,2
0,2015-07-01,2015-07-01,2015-07-08,,2,0,IRL,2,2,132.01338367121298,Check-Out,1313249,1060062,2
0,2015-07-01,2015-01-04,2015-07-08,2015-05-11,2,0,PRT,2,3,113.27703225545376,Canceled,1313250,1018277,2
0,2015-07-01,2015-06-18,2015-07-08,,2,0,PRT,2,1,83.8935057820811,Check-Out,1313251,1084767,2
0,2015-07-01,2015-01-20,2015-07-08,,2,0,PRT,2,2,98.56776171359184,Check-Out,1313252,1066412,2
0,2015-07-01,2015-03-25,2015-07-15,,1,0,0,0,1,108.77747138523472,Check-Out,1313253,1025267,1
0,2015-07-01,2015-01-07,2015-07-16,,2,0,GBR,2,2,93.9995907558996,Check-Out,1313254,1053751,2
0,2015-07-01,2015-01-01,2015-07-11,2015-05-29,2,0,PRT,0,3,105.41636252891396,Canceled,1313255,1035627,2
0,2015-07-02,2015-05-26,2015-07-08,,2,0,IRL,2,1,65.17644776832536,Check-Out,1313256,1088968,2
0,2015-07-02,2015-03-01,2015-07-06,2015-05-19,3,0,PRT,2,2,129.04241259256716,Canceled,1313257,1095137,3
0,2015-07-02,2015-04-18,2015-07-06,2015-06-19,3,0,PRT,2,2,107.14029561557732,Canceled,1313258,1048826,3
0,2015-07-02,2015-01-15,2015-07-06,,2,0,ESP,2,1,161.1611149783398,Check-Out,1313259,1063772,2
0,2015-07-02,2015-06-22,2015-07-06,,3,0,PRT,2,2,173.07297606071847,Check-Out,1313260,1027277,3
0,2015-07-02,2014-11-09,2015-07-06,2015-05-23,3,0,PRT,2,2,86.28882074129397,Canceled,1313261,1057144,3
0,2015-07-02,2015-02-15,2015-07-07,,2,0,ROU,0,3,243.4957877325951,Check-Out,1313262,1010885,2
0,2015-07-02,2015-01-25,2015-07-07,2015-05-18,2,0,PRT,2,4,178.8493578730768,Canceled,1313263,1018976,2
0,2015-07-02,2015-01-03,2015-07-07,,2,0,IRL,2,2,88.60259549254044,Check-Out,1313264,1010282,2
0,2015-07-02,2015-05-26,2015-07-07,,2,0,ESP,0,5,178.5261061738994,Check-Out,1313265,1078603,2
0,2015-07-02,2014-05-10,2015-07-07,,2,0,ROU,0,3,143.82985222943967,Check-Out,1313266,1072411,2
0,2015-07-02,2014-09-13,2015-07-09,,2,0,PRT,2,1,113.19378377602128,Check-Out,1313267,1106162,2
0,2015-07-02,2015-05-24,2015-07-09,2015-06-02,2,2,PRT,2,4,129.19054300813062,Canceled,1313268,1041988,4
0,2015-07-02,2015-04-01,2015-07-09,,2,0,ESP,2,1,115.26427713830904,Check-Out,1313269,1049299,2
0,2015-07-02,2015-04-04,2015-07-09,,2,0,NOR,2,3,59.13028477847465,Check-Out,1313270,1001541,2
0,2015-07-02,2015-06-23,2015-07-09,,2,0,GBR,2,1,78.73860137506078,Check-Out,1313271,1096697,2
0,2015-07-02,2015-06-23,2015-07-09,,2,0,IRL,2,3,162.84454885688982,Check-Out,1313272,1101631,2
0,2015-07-02,2015-01-11,2015-07-09,,2,0,NOR,2,2,135.89446957493234,Check-Out,1313273,1077598,2
0,2015-07-02,2015-01-30,2015-07-13,,2,0,IRL,2,1,138.01176115993894,Check-Out,1313274,1098116,2
0,2015-07-02,2015-05-31,2015-07-16,,2,0,OMN,2,2,112.878904118479,Check-Out,1313275,1021482,2
0,2015-07-02,2015-04-26,2015-07-03,,2,0,ESP,2,1,41.06079708817308,Check-Out,1313276,1014277,2
0,2015-07-02,2014-10-12,2015-07-03,,2,0,ARG,2,6,200.97417228171292,Check-Out,1313277,1039321,2
0,2015-07-02,2015-02-12,2015-07-03,,2,2,ESP,0,0,199.98968561797625,Check-Out,1313278,1083127,4
0,2015-07-02,2015-07-02,2015-07-03,,2,0,PRT,0,6,383.3428044968708,Check-Out,1313279,1002503,2
0,2015-07-02,2015-01-04,2015-07-03,,2,0,PRT,2,1,184.13242273351543,Check-Out,1313280,1057072,2
0,2015-07-02,2014-09-04,2015-07-03,,2,0,PRT,0,4,170.24995423310912,Check-Out,1313281,1022160,2
0,2015-07-02,2015-02-05,2015-07-04,,2,0,USA,2,1,186.560822393118,Check-Out,1313282,1037725,2
0,2015-07-02,2015-03-05,2015-07-04,,2,0,PRT,2,4,142.48396902066355,Check-Out,1313283,1101763,2
0,2015-07-02,2015-02-01,2015-07-04,,2,0,IRL,2,3,262.73302869175336,Check-Out,1313284,1104632,2
0,2015-07-02,2015-01-24,2015-07-05,,2,0,ESP,0,5,204.09510239293968,Check-Out,1313285,1072155,2
0,2015-07-02,2014-09-15,2015-07-05,,2,0,IRL,2,1,81.62682079011212,Check-Out,1313286,1061014,2
0,2015-07-02,2015-03-22,2015-07-05,2015-06-29,2,0,PRT,2,1,171.0439398421149,Canceled,1313287,1003147,2
0,2015-07-03,2015-01-25,2015-07-05,,2,2,USA,2,4,169.65886715806016,Check-Out,1313288,1089081,4
0,2015-07-03,2015-03-20,2015-07-05,,2,0,ESP,2,1,158.458184189947,Check-Out,1313289,1086249,2
0,2015-07-03,2015-06-21,2015-07-05,,2,0,POL,2,2,145.21844016411293,Check-Out,1313290,1046482,2
0,2015-07-03,2015-07-02,2015-07-05,2015-06-16,3,0,PRT,2,1,113.89501894460848,Canceled,1313291,1093901,3
0,2015-07-03,2014-10-02,2015-07-05,2015-06-18,2,0,PRT,2,1,88.74360960552119,Canceled,1313292,1079989,2
0,2015-07-03,2014-12-24,2015-07-05,2015-07-03,2,0,PRT,2,2,107.00512761399172,Canceled,1313293,1035965,2
0,2015-07-03,2014-11-23,2015-07-05,2015-06-12,2,0,PRT,2,1,107.29626284960722,Canceled,1313294,1098586,2
0,2015-07-03,2015-05-27,2015-07-05,,2,0,PRT,2,1,129.95114153130135,Check-Out,1313295,1070871,2
0,2015-07-03,2015-03-24,2015-07-05,,2,0,ESP,2,1,92.04285970681912,Check-Out,1313296,1023328,2
0,2015-07-03,2015-01-31,2015-07-05,2015-06-09,3,0,PRT,2,1,177.95921502880358,Canceled,1313297,1057137,3
0,2015-07-03,2014-09-10,2015-07-06,,2,0,ESP,2,1,113.3336874916259,Check-Out,1313298,1054025,2
0,2015-07-03,2015-02-09,2015-07-06,2015-05-26,2,0,PRT,2,3,290.2452973934798,Canceled,1313299,1028121,2
0,2015-07-03,2014-08-02,2015-07-07,,1,0,PRT,2,1,90.94404022873464,Check-Out,1313300,1014575,1
0,2015-07-03,2015-06-21,2015-07-07,,2,0,DEU,2,1,178.4818555725955,Check-Out,1313301,1082661,2
0,2015-07-03,2015-01-02,2015-07-11,,3,0,PRT,2,2,109.40140311595955,Check-Out,1313302,1081360,3
0,2015-07-03,2015-02-13,2015-07-12,,2,0,FRA,2,1,89.54155265874437,Check-Out,1313303,1067737,2
0,2015-07-03,2015-04-26,2015-07-13,2015-05-19,2,0,PRT,2,1,48.17513220119264,Canceled,1313304,1102652,2
0,2015-07-03,2015-05-25,2015-07-13,,2,0,GBR,2,1,51.2048216589844,Check-Out,1313305,1078895,2
0,2015-07-03,2015-06-02,2015-07-13,2015-06-09,2,0,PRT,0,1,134.8196032590179,Canceled,1313306,1085120,2
0,2015-07-03,2014-11-09,2015-07-13,,2,0,GBR,2,3,79.47022530189896,Check-Out,1313307,1074384,2
0,2015-07-03,2014-10-21,2015-07-17,,2,0,GBR,2,3,163.02627883304032,Check-Out,1313308,1036972,2
0,2015-07-03,2015-02-06,2015-07-17,,2,0,GBR,2,5,100.72431384289584,Check-Out,1313309,1067830,2
0,2015-07-03,2014-09-26,2015-07-24,2015-04-15,2,1,PRT,2,1,175.16606565231135,Canceled,1313310,1012241,3
0,2015-07-03,2014-12-18,2015-07-04,,2,0,GBR,2,1,97.10548639219851,Check-Out,1313311,1028909,2
0,2015-07-03,2014-01-26,2015-07-04,,2,0,PRT,2,1,117.90043829129826,Check-Out,1313312,1061130,2
0,2015-07-03,2015-07-03,2015-07-04,,2,0,ESP,2,1,95.9299513952352,Check-Out,1313313,1051727,2
0,2015-07-03,2014-10-18,2015-07-04,,2,0,PRT,2,3,142.04056666467466,Check-Out,1313314,1061897,2
0,2015-07-03,2015-07-02,2015-07-04,,2,0,USA,2,0,136.88938875859705,Check-Out,1313315,1007512,2
0,2015-07-03,2014-10-25,2015-07-04,,2,0,BEL,2,1,244.5246630405057,Check-Out,1313316,1075743,2
0,2015-07-03,2015-03-24,2015-07-05,2015-05-26,2,0,PRT,2,1,124.33163267342276,Canceled,1313317,1071727,2
0,2015-07-03,2015-06-21,2015-07-05,2015-06-29,2,0,PRT,2,1,74.28101970131675,Canceled,1313318,1037948,2
0,2015-07-03,2014-09-18,2015-07-10,2015-05-13,2,0,PRT,2,5,198.88806071875865,Canceled,1313319,1061152,2
0,2015-07-03,2015-01-17,2015-07-10,,3,0,ESP,2,3,277.563906196538,Check-Out,1313320,1041265,3
0,2015-07-03,2014-09-14,2015-07-10,,2,1,PRT,2,2,80.58474392066347,Check-Out,1313321,1011049,3
0,2015-07-03,2014-09-13,2015-07-10,,2,0,DEU,0,3,96.8162311263532,Check-Out,1313322,1088569,2
0,2015-07-04,2015-04-20,2015-07-07,,2,0,ESP,0,1,104.56174394737845,Check-Out,1313323,1049256,2
0,2015-07-04,2015-06-06,2015-07-07,,2,0,FRA,2,2,94.87390675832654,Check-Out,1313324,1039881,2
0,2015-07-04,2015-03-07,2015-07-10,,1,2,FRA,2,5,119.50516393448686,Check-Out,1313325,1004021,3
0,2015-07-04,2014-09-18,2015-07-10,,2,0,PRT,2,1,135.98083699114375,Check-Out,1313326,1022783,2
0,2015-07-04,2015-05-19,2015-07-11,,2,0,PRT,2,3,168.00843342971103,Check-Out,1313327,1082108,2
0,2015-07-04,2014-12-28,2015-07-11,2015-06-09,2,2,PRT,2,6,159.06179325552517,Canceled,1313328,1014268,4
0,2015-07-04,2014-11-08,2015-07-11,2015-05-20,3,0,PRT,0,2,74.79050953192184,Canceled,1313329,1005361,3
0,2015-07-04,2015-04-01,2015-07-11,2015-04-22,2,0,PRT,2,1,144.1862229458832,Canceled,1313330,1009691,2
0,2015-07-04,2015-02-16,2015-07-11,,2,0,PRT,2,1,103.48629835692267,Check-Out,1313331,1097038,2
0,2015-07-04,2014-08-29,2015-07-11,,2,1,PRT,2,1,70.847491761445,Check-Out,1313332,1077008,3
0,2015-07-04,2015-06-29,2015-07-11,,2,0,CHE,2,2,126.95032788460232,Check-Out,1313333,1055403,2
0,2015-07-04,2014-11-28,2015-07-11,,2,1,PRT,2,3,71.49220263617732,Check-Out,1313334,1085359,3
0,2015-07-04,2014-04-22,2015-07-11,,2,0,GBR,2,1,87.61567106729726,Check-Out,1313335,1080652,2
0,2015-07-04,2015-05-29,2015-07-12,,3,0,PRT,2,3,157.73392116509348,Check-Out,1313336,1022544,3
0,2015-07-04,2015-06-15,2015-07-12,2015-05-12,2,0,PRT,2,3,108.25419612046151,Canceled,1313337,1020783,2
0,2015-07-04,2014-03-17,2015-07-12,,2,0,PRT,2,1,340.5149682641109,Check-Out,1313338,1042201,2
0,2015-07-04,2014-09-27,2015-07-14,,2,0,GBR,2,2,67.32486649297847,Check-Out,1313339,1078756,2
0,2015-07-04,2015-01-14,2015-07-14,,2,0,PRT,2,2,54.64367932054866,Check-Out,1313340,1106013,2
0,2015-07-04,2015-07-01,2015-07-14,,2,1,PRT,0,2,245.9679857264878,Check-Out,1313341,1023845,3
0,2015-07-04,2015-02-03,2015-07-05,,2,2,PRT,2,6,150.19385305751507,Check-Out,1313342,1066267,4
0,2015-07-04,2015-07-02,2015-07-05,,2,0,PRT,2,2,150.5484774498367,Check-Out,1313343,1070263,2
0,2015-07-04,2014-10-14,2015-07-05,2015-05-29,1,0,PRT,2,1,115.27596850725982,Canceled,1313344,1052768,1
0,2015-07-04,2015-02-22,2015-07-05,2015-07-04,1,0,PRT,0,3,153.39015813511034,No-Show,1313345,1084007,1
0,2015-07-04,2015-02-17,2015-07-05,2015-05-13,2,0,PRT,2,1,79.04778536290108,Canceled,1313346,1021296,2
0,2015-07-04,2015-04-04,2015-07-05,2015-06-16,2,0,PRT,2,2,88.094476324986,Canceled,1313347,1032966,2
0,2015-07-04,2014-11-26,2015-07-05,,4,0,PRT,0,6,100.0,Check-Out,1313348,1094806,4
0,2015-07-04,2015-02-01,2015-07-05,,2,0,ESP,2,3,112.0724789289886,Check-Out,1313349,1008481,2
0,2015-07-04,2014-09-24,2015-07-06,,2,0,FRA,2,1,97.36785610669396,Check-Out,1313350,1040977,2
0,2015-07-04,2015-06-09,2015-07-06,,2,0,PRT,2,1,142.69383480063632,Check-Out,1313351,1020437,2
0,2015-07-04,2015-05-09,2015-07-06,,2,0,FRA,2,1,93.938116334189,Check-Out,1313352,1044352,2
0,2015-07-04,2014-12-13,2015-07-06,,2,0,FRA,2,1,50.99347879082272,Check-Out,1313353,1043498,2
0,2015-07-05,2015-05-19,2015-07-06,,2,0,ESP,2,1,69.54786481342327,Check-Out,1313354,1014389,2
0,2015-07-05,2014-10-11,2015-07-06,2015-07-01,2,0,PRT,2,2,137.73037701782965,Canceled,1313355,1036398,2
0,2015-07-05,2015-04-07,2015-07-06,,2,0,ESP,2,1,85.64064334167466,Check-Out,1313356,1077336,2
0,2015-07-05,2015-02-11,2015-07-06,,1,0,DEU,2,1,140.04083795910333,Check-Out,1313357,1081973,1
0,2015-07-05,2014-11-08,2015-07-06,,1,0,PRT,2,1,95.8662882561865,Check-Out,1313358,1094150,1
0,2015-07-05,2015-03-19,2015-07-06,,2,0,PRT,2,1,60.51889255810829,Check-Out,1313359,1021539,2
0,2015-07-05,2015-06-07,2015-07-06,,1,0,DEU,2,1,82.19496850962908,Check-Out,1313360,1049184,1
0,2015-07-05,2015-01-27,2015-07-06,2015-07-01,2,0,PRT,2,2,181.4508902526701,Canceled,1313361,1045736,2
0,2015-07-05,2014-12-17,2015-07-06,,2,0,PRT,0,4,256.1997465309197,Check-Out,1313362,1008528,2
0,2015-07-05,2015-02-19,2015-07-07,,3,0,PRT,2,4,162.94087636138786,Check-Out,1313363,1048449,3
0,2015-07-05,2015-04-10,2015-07-07,,2,0,FRA,2,2,147.97285656988015,Check-Out,1313364,1051749,2
