hotel_id,datum_dolaska,datum_kreiranja_rezervacije,datum_odjave,datum_otkazivanja_rezervacije,broj_odraslih_gostiju,broj_djece_gostiju,zemlja_gosta,kanal_prodaje_id,tip_sobe_id,cijena_nocenja,status_rezervacije,rezervacija_id,gost_id,broj_nocenja,ukupno_placeno,ukupan_broj_gostiju
0,2016-01-01,2015-08-19,2016-01-02,,2,0,RUS,2,1,79.58178159992825,Check-Out,1316956,1034048,1,79.58178159992825,2
0,2016-01-01,2015-11-25,2016-01-02,,2,2,RUS,2,6,122.43595749521585,Check-Out,1316957,1077228,1,122.43595749521585,4
0,2016-01-01,2016-01-01,2016-01-03,,2,0,ARG,2,1,65.45183214155445,Check-Out,1316959,1056231,2,130.9036642831089,2
0,2016-01-01,2015-12-04,2016-01-03,,2,1,ARG,2,1,156.96212537554752,Check-Out,1316962,1047328,2,313.92425075109503,3
0,2016-01-02,2015-12-20,2016-01-09,,2,0,FRA,2,2,59.43851265624587,Check-Out,1316988,1005544,7,416.0695885937211,2
0,2016-01-06,2015-08-02,2016-01-07,,2,0,GBR,2,1,74.45629585062197,Check-Out,1317003,1084596,1,74.45629585062197,2
0,2016-01-06,2015-12-10,2016-01-10,,2,0,DEU,2,2,62.5044467770847,Check-Out,1317004,1044849,4,250.0177871083388,2
0,2016-01-06,2015-12-25,2016-01-10,,2,0,BRA,2,2,43.891617920793365,Check-Out,1317005,1074305,4,175.56647168317346,2
0,2016-01-08,2016-01-08,2016-01-10,,2,0,PRT,2,1,45.01249634710353,Check-Out,1317015,1026213,2,90.02499269420706,2
0,2016-01-08,2015-12-01,2016-01-12,,2,0,IRL,2,2,123.88230419876466,Check-Out,1317020,1023754,4,495.5292167950586,2
0,2016-01-08,2015-11-07,2016-01-13,,2,0,GBR,2,3,66.46861009794053,Check-Out,1317021,1025296,5,332.34305048970265,2
0,2016-01-09,2015-12-03,2016-01-23,,2,0,DEU,2,1,132.7523341915736,Check-Out,1317030,1104080,14,1858.5326786820303,2
0,2016-01-12,2015-12-27,2016-02-09,,2,0,GBR,2,1,43.45419840729784,Check-Out,1317036,1085699,28,1216.7175554043397,2
0,2016-01-13,2015-12-21,2016-01-13,,2,0,PRT,2,2,100.0,Check-Out,1317039,1025387,1,100.0,2
0,2016-01-14,2015-11-26,2016-01-15,,2,0,USA,0,3,132.8925437781351,Check-Out,1317043,1060527,1,132.8925437781351,2
0,2016-01-22,2016-01-13,2016-01-24,,2,0,GBR,2,3,75.2898398063661,Check-Out,1317057,1035046,2,150.5796796127322,2
0,2016-01-25,2016-01-25,2016-01-29,,2,0,GBR,2,3,126.77122960462472,Check-Out,1317065,1015829,4,507.0849184184988,2
0,2016-01-26,2016-01-07,2016-01-27,,2,0,KOR,2,1,134.39933094042922,Check-Out,1317066,1034250,1,134.39933094042922,2
0,2016-01-26,2015-08-20,2016-03-08,,2,0,GBR,2,2,44.17288485343374,Check-Out,1317068,1064146,42,1855.2611638442168,2
0,2016-01-26,2016-01-22,2016-01-27,,2,0,KOR,2,1,124.65298096514992,Check-Out,1317069,1097172,1,124.65298096514992,2
0,2016-01-29,2015-09-30,2016-01-30,,2,0,PRT,0,4,136.1604070729587,Check-Out,1317077,1071075,1,136.1604070729587,2
0,2016-02-01,2015-11-11,2016-02-02,,1,0,PRT,1,1,42.352429766438455,Check-Out,1317084,1069963,1,42.352429766438455,1
0,2016-02-01,2016-01-19,2016-02-08,,2,0,GBR,2,1,50.01214939641402,Check-Out,1317088,1059897,7,350.0850457748981,2
0,2016-02-03,2015-10-11,2016-02-07,,2,0,GBR,0,5,55.70728739500007,Check-Out,1317092,1031934,4,222.82914958000023,2
0,2016-02-03,2015-12-09,2016-02-07,,2,0,GBR,2,5,106.96792758918396,Check-Out,1317094,1044426,4,427.87171035673583,2
0,2016-02-05,2016-02-04,2016-02-09,,2,0,ESP,2,1,139.1206184697632,Check-Out,1317107,1028643,4,556.4824738790528,2
0,2016-02-05,2015-12-09,2016-02-09,,2,0,ESP,2,1,124.52767538719792,Check-Out,1317108,1092589,4,498.1107015487917,2
0,2016-02-05,2016-01-29,2016-02-13,,2,0,GBR,2,3,98.03008568409037,Check-Out,1317111,1055574,8,784.2406854727229,2
0,2016-02-06,2016-01-11,2016-02-10,,2,0,IRL,2,1,129.2451052055318,Check-Out,1317139,1043044,4,516.9804208221273,2
0,2016-02-06,2015-12-16,2016-02-10,,2,0,IRL,2,1,124.28590511265688,Check-Out,1317140,1044153,4,497.1436204506275,2
0,2016-02-06,2016-01-17,2016-02-13,,2,0,DNK,2,3,54.12376378723417,Check-Out,1317142,1028745,7,378.8663465106392,2
0,2016-02-08,2016-01-16,2016-02-10,,2,0,CHN,2,2,134.5392770762601,Check-Out,1317147,1080758,2,269.07855415252027,2
0,2016-02-08,2016-01-20,2016-02-10,,2,0,CHN,2,2,71.25874642899574,Check-Out,1317148,1093304,2,142.51749285799147,2
0,2016-02-08,2016-02-07,2016-02-12,,2,0,IRL,2,2,54.55712080509596,Check-Out,1317156,1054010,4,218.22848322038385,2
0,2016-02-08,2015-08-25,2016-02-12,,2,0,IRL,2,2,89.24011505119961,Check-Out,1317157,1013216,4,356.96046020479844,2
0,2016-02-09,2015-08-17,2016-02-11,,2,0,FRA,2,1,136.78328431075707,Check-Out,1317159,1106785,2,273.56656862151414,2
0,2016-02-09,2015-10-05,2016-02-11,,2,0,FRA,2,1,136.98362484144886,Check-Out,1317161,1010574,2,273.9672496828977,2
0,2016-02-09,2016-02-06,2016-02-11,,2,0,FRA,2,1,70.41984901728627,Check-Out,1317162,1103096,2,140.83969803457254,2
0,2016-02-09,2015-05-03,2016-02-11,,2,0,FRA,2,1,77.07876490470971,Check-Out,1317169,1105571,2,154.15752980941943,2
0,2016-02-09,2016-02-09,2016-02-11,,2,0,FRA,2,1,52.26100504471809,Check-Out,1317170,1070799,2,104.52201008943618,2
0,2016-02-09,2015-12-27,2016-02-11,,2,0,PRT,2,1,135.9553589299154,Check-Out,1317171,1095770,2,271.9107178598308,2
0,2016-02-09,2015-10-15,2016-02-11,,2,0,FRA,2,1,88.60793814392447,Check-Out,1317172,1056367,2,177.21587628784894,2
0,2016-02-09,2016-01-28,2016-02-11,,2,0,FRA,2,1,40.88304260978055,Check-Out,1317173,1042976,2,81.7660852195611,2
0,2016-02-09,2016-02-04,2016-02-11,,2,0,FRA,2,1,137.9970663721894,Check-Out,1317176,1068737,2,275.9941327443788,2
0,2016-02-09,2016-01-13,2016-02-11,,2,0,FRA,2,1,45.970188595869885,Check-Out,1317177,1050272,2,91.94037719173976,2
0,2016-02-10,2015-12-28,2016-02-11,,1,0,PRT,2,1,126.44156379884298,Check-Out,1317179,1103466,1,126.44156379884298,1
0,2016-02-10,2015-09-26,2016-02-12,,2,0,NLD,2,3,67.20854961831002,Check-Out,1317180,1036752,2,134.41709923662003,2
0,2016-02-10,2015-12-10,2016-02-13,,2,0,NLD,2,3,66.3743002893666,Check-Out,1317181,1015977,3,199.1229008680998,2
0,2016-02-10,2016-01-07,2016-02-16,,1,0,NLD,2,1,134.97399077972003,Check-Out,1317184,1057091,6,809.8439446783202,1
0,2016-02-11,2015-11-04,2016-02-16,,2,0,GBR,2,3,61.48440152347069,Check-Out,1317201,1072039,5,307.4220076173534,2
0,2016-02-12,2016-02-12,2016-02-14,,2,0,ESP,2,1,136.43622339879755,Check-Out,1317210,1075289,2,272.8724467975951,2
0,2016-02-12,2016-02-12,2016-02-14,,3,0,ESP,2,1,87.718884500762,Check-Out,1317211,1077125,2,175.437769001524,3
0,2016-02-12,2015-12-04,2016-02-14,,1,0,ESP,2,1,90.97535202125624,Check-Out,1317212,1001027,2,181.95070404251248,1
0,2016-02-12,2016-01-29,2016-02-14,,2,0,ESP,2,1,139.93762752155732,Check-Out,1317222,1000366,2,279.87525504311463,2
0,2016-02-12,2016-01-06,2016-02-14,,2,0,ESP,2,1,45.17983510692467,Check-Out,1317223,1067061,2,90.35967021384934,2
0,2016-02-12,2016-01-30,2016-02-14,,2,0,ESP,2,1,81.29669399096512,Check-Out,1317224,1068219,2,162.59338798193025,2
0,2016-02-12,2016-01-27,2016-02-14,,2,0,ESP,2,1,64.41987000671783,Check-Out,1317237,1030775,2,128.83974001343566,2
0,2016-02-12,2015-11-04,2016-02-14,,2,0,ESP,2,1,59.823275671031865,Check-Out,1317238,1032739,2,119.64655134206372,2
0,2016-02-12,2015-12-06,2016-02-14,,2,0,ESP,2,1,144.72078188535272,Check-Out,1317239,1072161,2,289.44156377070544,2
0,2016-02-12,2016-02-12,2016-02-14,,2,0,ESP,2,1,70.97875795927534,Check-Out,1317250,1078613,2,141.95751591855068,2
0,2016-02-12,2015-10-29,2016-02-14,,2,0,ESP,2,1,85.65533822303912,Check-Out,1317251,1040723,2,171.31067644607825,2
0,2016-02-12,2016-02-10,2016-02-14,,1,0,IRL,2,1,100.0,Check-Out,1317252,1092736,2,200.0,1
0,2016-02-12,2016-01-29,2016-02-14,,2,0,ESP,2,1,103.59226935254792,Check-Out,1317269,1087832,2,207.18453870509583,2
0,2016-02-12,2015-12-14,2016-02-14,,2,0,ESP,2,1,130.5367426003262,Check-Out,1317270,1032709,2,261.0734852006524,2
0,2016-02-12,2015-10-01,2016-02-14,,2,0,ESP,2,1,80.30714061008767,Check-Out,1317286,1061049,2,160.61428122017534,2
0,2016-02-12,2016-01-30,2016-02-14,,3,0,ESP,2,1,125.35491615424884,Check-Out,1317287,1017858,2,250.70983230849768,3
0,2016-02-12,2015-11-29,2016-02-14,,1,0,ESP,2,1,85.06197298582569,Check-Out,1317288,1010302,2,170.12394597165138,1
0,2016-02-12,2016-01-17,2016-02-14,,2,0,ESP,2,1,154.12174094454224,Check-Out,1317298,1083891,2,308.2434818890845,2
0,2016-02-12,2016-02-07,2016-02-14,,2,0,ESP,2,1,92.2006768392749,Check-Out,1317299,1027743,2,184.4013536785498,2
0,2016-02-12,2016-01-19,2016-02-14,,2,0,ESP,2,1,74.98079752012013,Check-Out,1317310,1091496,2,149.96159504024027,2
0,2016-02-12,2015-12-23,2016-02-14,,2,0,ESP,2,1,91.82447457587072,Check-Out,1317311,1028299,2,183.64894915174145,2
0,2016-02-12,2015-12-27,2016-02-14,,3,0,ESP,2,1,131.09411235144395,Check-Out,1317312,1049079,2,262.1882247028879,3
