hotel_id,datum_dolaska,datum_kreiranja_rezervacije,datum_odjave,datum_otkazivanja_rezervacije,broj_odraslih_gostiju,broj_djece_gostiju,zemlja_gosta,kanal_prodaje_id,tip_sobe_id,cijena_nocenja,status_rezervacije,rezervacija_id,gost_id,broj_nocenja,ukupno_placeno,ukupan_broj_gostiju
1,2016-01-01,2015-12-27,2016-01-02,,2,0,TUN,0,1,147.49521597487086,Check-Out,1359624,1083994,1,147.49521597487086,2
1,2016-01-01,2015-11-24,2016-01-02,,2,0,ITA,2,1,119.9892850269162,Check-Out,1359625,1007857,1,119.9892850269162,2
1,2016-01-01,2015-12-29,2016-01-03,,1,0,ESP,2,1,137.36970411807766,Check-Out,1359626,1071711,2,274.7394082361553,1
1,2016-01-01,2015-12-31,2016-01-03,,2,0,USA,2,1,130.93402552477036,Check-Out,1359627,1021828,2,261.8680510495407,2
1,2016-01-01,2015-12-28,2016-01-04,,2,0,ESP,2,8,136.7165684533247,Check-Out,1359628,1084187,3,410.14970535997406,2
1,2016-01-01,2015-12-28,2016-01-04,,2,0,PRT,2,1,116.63398768232688,Check-Out,1359629,1005162,3,349.90196304698065,2
1,2016-01-01,2015-12-23,2016-01-04,,2,2,PRT,2,5,254.2442263664904,Check-Out,1359630,1048183,3,762.7326790994712,4
1,2016-01-01,2016-01-01,2016-01-04,,2,1,ESP,2,8,187.70783610430797,Check-Out,1359631,1041196,3,563.1235083129238,3
1,2016-01-01,2015-11-19,2016-01-05,,2,0,ESP,2,2,191.53942949116316,Check-Out,1359632,1100132,4,766.1577179646525,2
1,2016-01-02,2014-08-14,2016-01-03,,2,0,USA,2,1,110.35297450786484,Check-Out,1359634,1103166,1,110.35297450786484,2
1,2016-01-02,2015-10-16,2016-01-03,,2,0,PRT,2,1,117.52180412106668,Check-Out,1359635,1046096,1,117.52180412106668,2
1,2016-01-02,2015-08-05,2016-01-03,,2,0,PRT,2,1,138.49790842717704,Check-Out,1359636,1096161,1,138.49790842717704,2
1,2016-01-02,2015-12-30,2016-01-03,,2,0,DEU,2,1,173.3611438535874,Check-Out,1359637,1078081,1,173.3611438535874,2
1,2016-01-02,2015-09-21,2016-01-03,,2,0,BRA,2,1,155.54829407681183,Check-Out,1359638,1086255,1,155.54829407681183,2
1,2016-01-02,2015-11-01,2016-01-04,,1,0,IRL,2,1,141.1824027523707,Check-Out,1359639,1104023,2,282.3648055047414,1
1,2016-01-02,2016-01-02,2016-01-04,,2,0,ESP,2,2,172.24091004026968,Check-Out,1359640,1053333,2,344.48182008053936,2
1,2016-01-02,2015-09-29,2016-01-04,,1,0,PRT,2,1,143.29398739639305,Check-Out,1359641,1080405,2,286.5879747927861,1
1,2016-01-02,2016-01-02,2016-01-04,,1,0,DEU,2,1,111.50408699724318,Check-Out,1359642,1012355,2,223.0081739944864,1
1,2016-01-02,2015-12-31,2016-01-05,,2,0,BEL,2,1,114.94046274409602,Check-Out,1359644,1083722,3,344.8213882322881,2
1,2016-01-02,2016-01-02,2016-01-05,,2,0,ESP,0,1,128.64370940340677,Check-Out,1359654,1030515,3,385.9311282102202,2
1,2016-01-02,2015-12-10,2016-01-05,,2,0,PRT,2,1,105.34345913248522,Check-Out,1359659,1049570,3,316.03037739745565,2
1,2016-01-02,2015-11-22,2016-01-05,,2,0,ESP,0,1,142.8504879912907,Check-Out,1359660,1061951,3,428.5514639738721,2
1,2016-01-02,2015-11-23,2016-01-05,,2,0,DEU,2,2,120.2896546616624,Check-Out,1359671,1063818,3,360.8689639849872,2
1,2016-01-02,2016-01-02,2016-01-06,,2,0,BRA,2,1,116.59931862274348,Check-Out,1359676,1042057,4,466.3972744909739,2
1,2016-01-02,2015-12-29,2016-01-06,,2,0,FRA,0,1,131.32686547775728,Check-Out,1359677,1079275,4,525.3074619110291,2
1,2016-01-02,2015-10-20,2016-01-07,,2,0,ESP,2,1,140.6324047391009,Check-Out,1359678,1091684,5,703.1620236955047,2
1,2016-01-02,2015-11-07,2016-01-07,,1,0,PRT,2,1,136.9505287407974,Check-Out,1359679,1063643,5,684.752643703987,1
1,2016-01-02,2015-12-27,2016-01-08,,2,0,ESP,2,1,116.39817359612913,Check-Out,1359680,1087617,6,698.3890415767747,2
1,2016-01-02,2015-12-14,2016-01-08,,2,0,FRA,2,1,129.3898271072268,Check-Out,1359681,1051255,6,776.3389626433609,2
1,2016-01-03,2016-01-03,2016-01-04,,2,0,CHN,2,2,143.04253668180277,Check-Out,1359682,1043593,1,143.04253668180277,2
